"unaligned","aligned_unmapped","mapped_to_exon","mapped_to_intron","ambiguous_mapping","mapped_to_ERCC","mapped_to_MT","number_of_genes","total_count_per_cell","non_mt_percent","non_ribo_percent","outliers","cell_line","cell_line_demuxlet","demuxlet_cls"
"CELL_000805",47927,2126,173883,10744,5516,0,5405,8770,88580,0.834059607040634,0.852212592886363,"FALSE","H2228","H2228","SNG"
"CELL_000806",52482,4216,151732,25114,5182,0,6998,8717,77799,0.829599352070129,0.810820086271021,"FALSE","H2228","H2228","SNG"
"CELL_000807",51537,2730,161588,16989,6650,0,6726,8216,76587,0.81852011427285,0.826980972360718,"FALSE","H1975","H1975","SNG"
"CELL_000808",56972,3376,155366,17345,7089,0,4662,8225,78765,0.830660826403776,0.810118604695156,"FALSE","H1975","H1975","SNG"
"CELL_000809",62044,3942,140522,27722,4529,0,5651,8744,73046,0.842154258844816,0.83926555331359,"FALSE","H2228","H2228","SNG"
"CELL_000810",55528,3889,151415,24450,5047,0,8026,8278,81434,0.826743129303885,0.788036841118348,"FALSE","H2228","H2228","SNG"
"CELL_000811",53755,3555,150486,24264,6711,0,6616,8444,74832,0.815827453386809,0.795394911883297,"FALSE","H1975","H1975","SNG"
"CELL_000812",56926,3990,151590,20499,6350,0,4182,8508,77290,0.840665027708544,0.805964444822817,"FALSE","H1975","H1975","SNG"
"CELL_000813",55187,2562,155839,18051,6617,0,7789,8461,77979,0.810679798303302,0.807935366196621,"FALSE","H1975","H1975","SNG"
"CELL_000814",50980,3005,159885,18510,5752,0,6006,8586,85942,0.829931814382964,0.802005910729805,"FALSE","H2228","H2228","SNG"
"CELL_000815",55843,6604,150614,17602,6519,0,9297,8324,79114,0.813636018806578,0.814217355434265,"FALSE","H1975","H1975","SNG"
"CELL_000816",51707,2409,159097,17338,5722,0,5349,8393,80799,0.833153875563664,0.807509893994988,"FALSE","H2228","H2228","SNG"
"CELL_000817",52113,3994,149445,25520,6044,0,4364,8677,71868,0.829952134353265,0.831733061761415,"FALSE","HCC827","HCC827","SNG"
"CELL_000818",52758,3780,147809,26680,4896,0,8187,8337,72413,0.828898125912626,0.839393363153942,"FALSE","H2228","H2228","SNG"
"CELL_000819",50638,3677,149920,26591,5176,0,6710,8497,75105,0.824938419436131,0.848159130795669,"FALSE","H2228","H2228","SNG"
"CELL_000821",52997,3538,145386,26182,6191,0,10126,8392,73026,0.838413715548104,0.811477992567306,"FALSE","H1975","H1975","SNG"
"CELL_000823",52989,3341,149582,22590,6939,0,6265,8333,75815,0.830376574446959,0.796596874418403,"FALSE","H1975","H1975","SNG"
"CELL_000824",49758,3247,153647,20677,5442,0,4816,8318,76113,0.838910567072785,0.855688140568873,"FALSE","H2228","H2228","SNG"
"CELL_000825",49420,3856,143573,31300,4766,0,5359,8855,73067,0.833851122827836,0.851533407484445,"FALSE","H2228","H2228","SNG"
"CELL_000826",57293,3787,147094,18525,5874,0,5006,7934,75698,0.838542629813398,0.780865969924441,"FALSE","HCC827","HCC827","SNG"
"CELL_000827",52447,3470,153557,17550,5719,0,6532,8288,81740,0.832040616487394,0.82965490217092,"FALSE","HCC827","HCC827","SNG"
"CELL_000828",49045,2811,155339,19264,5334,0,5745,8224,78001,0.817810027971717,0.826412375942312,"FALSE","H2228","H2228","SNG"
"CELL_000829",52445,3589,148231,22338,6409,0,13592,8233,75482,0.806669139555567,0.76432781797941,"FALSE","H1975","H1975","SNG"
"CELL_000831",51344,2929,149833,20308,4903,0,6726,8181,80442,0.822455930879086,0.810459609350885,"FALSE","H2228","H2228","SNG"
"CELL_000832",48210,3609,148976,23753,4572,0,6753,8343,72500,0.836096551608814,0.858455054006199,"FALSE","H2228","H2228","SNG"
"CELL_000833",41789,3487,164133,13825,4855,0,2718,7637,77854,0.839982531297045,0.857759285616759,"FALSE","H2228","H2228","SNG"
"CELL_000834",47787,3879,147597,24194,4611,0,6981,8299,72655,0.833294336131953,0.844649254056947,"FALSE","H2228","H2228","SNG"
"CELL_000835",49939,3342,145541,23720,4927,0,6305,8380,69619,0.82095404978225,0.847326039252785,"FALSE","H2228","H2228","SNG"
"CELL_000836",51823,2419,148715,17589,6363,0,8074,8057,75710,0.831118742460558,0.77771750393376,"FALSE","H1975","H1975","SNG"
"CELL_000837",51599,3154,144421,22674,4632,0,3914,8445,72815,0.85368399356538,0.824678867722466,"FALSE","H2228","H2228","SNG"
"CELL_000838",48771,3616,146609,24292,4576,0,5717,8342,71287,0.836000953773339,0.847152938522741,"FALSE","H2228","H2228","SNG"
"CELL_000840",50327,4268,142719,24119,4905,0,5444,7896,69610,0.834003734975721,0.828343509791192,"FALSE","H2228","H2228","SNG"
"CELL_000841",52819,2495,149327,16097,5791,0,4773,8038,76657,0.820668692902061,0.771605884445532,"FALSE","H1975","H1975","SNG"
"CELL_000842",50291,2638,148787,17741,5935,0,5054,8161,76345,0.834016634902873,0.802003955464804,"FALSE","H1975","H1975","SNG"
"CELL_000843",48404,3551,142124,26846,4318,0,8621,8599,71688,0.825368262355573,0.853462106145784,"FALSE","H2228","H2228","SNG"
"CELL_000844",49118,3151,148148,18035,6306,0,7602,8396,74934,0.812101315716217,0.828355509067245,"FALSE","H1975","H1975","SNG"
"CELL_000845",48006,3175,145386,21746,5769,0,6920,8365,72436,0.808327350929327,0.856825217181344,"FALSE","H1975","H1975","SNG"
"CELL_000848",48937,2559,149904,17753,4739,0,4186,8081,76451,0.840093654649371,0.819112788699587,"FALSE","H2228","H2228","SNG"
"CELL_000849",49741,3608,142248,23400,5176,0,5935,8602,69123,0.825846678988781,0.845984571563073,"FALSE","H2228","H2228","SNG"
"CELL_000850",49749,3637,145657,16947,6877,0,4207,7903,73011,0.825861856319478,0.796058019194639,"FALSE","H1975","H1975","SNG"
"CELL_000851",49645,3173,148300,16710,5021,0,5069,8028,79512,0.827120434547349,0.8203037503391,"FALSE","H2228","H2228","SNG"
"CELL_000852",49092,2363,149474,15029,6236,0,4218,8212,76947,0.836809752058325,0.795586469181844,"FALSE","H1975","H1975","SNG"
"CELL_000853",44945,3071,149909,18492,5089,0,7941,8337,79146,0.813724003637111,0.832853102765383,"FALSE","H2228","H2228","SNG"
"CELL_000854",50237,2992,147546,14286,5708,0,6054,7667,75877,0.830726043355598,0.791517746943376,"FALSE","H1975","H1975","SNG"
"CELL_000855",49867,2255,146278,15343,6719,0,5735,7737,78321,0.826917429447158,0.800181202974783,"FALSE","HCC827","HCC827","SNG"
"CELL_000856",48609,2631,146094,18570,5232,0,6583,8493,80385,0.828612303187334,0.825987332712903,"FALSE","H2228","H2228","SNG"
"CELL_000857",47095,3340,141593,23683,4780,0,5738,8258,70814,0.829948880047738,0.850777974584408,"FALSE","H2228","H2228","SNG"
"CELL_000858",49476,2536,146161,15924,6119,0,6680,8175,76958,0.818953195142941,0.799306011161151,"FALSE","H1975","H1975","SNG"
"CELL_000859",50048,2818,144172,16050,6400,0,6239,7813,70837,0.82699719061691,0.802617162977376,"FALSE","H1975","H1975","SNG"
"CELL_000860",44226,2239,153589,13516,5052,0,2803,8160,76140,0.839571841234624,0.821315888978738,"FALSE","H2228","H2228","SNG"
"CELL_000861",47734,3943,138792,22176,5538,0,3675,7958,69743,0.827480894021266,0.811579540372577,"FALSE","HCC827","HCC827","SNG"
"CELL_000862",49582,2824,146220,13674,5446,0,6055,7760,74759,0.827405395895156,0.791275860929673,"FALSE","HCC827","HCC827","SNG"
"CELL_000864",50216,3282,136823,22273,4523,0,6673,8605,74935,0.819657035988569,0.814158829097374,"FALSE","H2228","H2228","SNG"
"CELL_000865",48888,2756,140044,19518,5519,0,5576,7930,70130,0.839241408692536,0.797575816686751,"FALSE","HCC827","HCC827","SNG"
"CELL_000867",46188,2948,143726,19136,4755,0,5049,8271,74202,0.836810328449798,0.843966356167441,"FALSE","H2228","H2228","SNG"
"CELL_000869",48944,2948,137616,20408,5820,0,5498,8904,79597,0.838122039670073,0.788597461135789,"FALSE","H1975","H1975","SNG"
"CELL_000870",47794,3622,136809,19531,6240,0,5418,8847,69677,0.835311508699383,0.839760489148429,"FALSE","H1975","H1975","SNG"
"CELL_000871",47892,3993,128654,28621,4407,0,6862,8596,62992,0.826565277999339,0.832677033166587,"FALSE","H2228","H2228","SNG"
"CELL_000874",49937,2066,138551,14627,5583,0,5554,7450,70386,0.834555167102186,0.772966105054115,"FALSE","H1975","H1975","SNG"
"CELL_000875",44107,2931,150729,8671,5149,0,4937,8338,72195,0.845543320057408,0.825832699517598,"FALSE","H2228","H2228","SNG"
"CELL_000878",46754,2638,137322,18165,4703,0,4558,7814,66405,0.838581431994792,0.827046031617193,"FALSE","H2228","H2228","SNG"
"CELL_000879",46853,3979,128721,23857,5543,0,8215,7933,65301,0.835148006793901,0.801427114220745,"FALSE","H1975","H1975","SNG"
"CELL_000880",47489,2240,136872,16160,5691,0,4301,7649,68366,0.829769183390901,0.803381680457877,"FALSE","H1975","H1975","SNG"
"CELL_000881",43496,3284,139370,18679,4815,0,5409,8406,70498,0.824193594027605,0.869825970974216,"FALSE","H2228","H2228","SNG"
"CELL_000882",44599,3159,135873,19507,5592,0,4452,8162,68776,0.834099104217445,0.821754562383017,"FALSE","H1975","H1975","SNG"
"CELL_000883",47945,2130,138707,14224,5616,0,6220,7770,72261,0.821646531210245,0.796570654077489,"FALSE","HCC827","HCC827","SNG"
"CELL_000885",47971,3785,130520,19588,5565,0,2759,8068,67920,0.851236748991278,0.791769612519197,"FALSE","H1975","H1975","SNG"
"CELL_000886",47297,3064,131823,18048,6157,0,3727,8206,70174,0.84310428351767,0.79446792338075,"FALSE","H1975","H1975","SNG"
"CELL_000887",44087,2380,137020,17135,4499,0,5536,8272,70150,0.830192444642881,0.840256473235,"FALSE","H2228","H2228","SNG"
"CELL_000889",42537,2858,134748,16278,5538,0,3944,7737,66492,0.841574926180356,0.818308846431323,"FALSE","H1975","H1975","SNG"
"CELL_000891",47596,2155,132965,12198,6001,0,5083,8432,85989,0.818639593341167,0.784111830104801,"FALSE","H1975","H1975","SNG"
"CELL_000892",50820,2498,127954,15349,4982,0,5412,8570,91824,0.820515333592469,0.778815911001926,"FALSE","HCC827","HCC827","SNG"
"CELL_000893",42692,2149,136526,13219,4320,0,5782,8238,79508,0.826407405440156,0.826193486668828,"FALSE","H2228","H2228","SNG"
"CELL_000894",47175,2621,128359,13402,5336,0,5036,7137,65266,0.834247540705076,0.783102873915534,"FALSE","HCC827","HCC827","SNG"
"CELL_000895",43956,2744,125271,19917,4923,0,7420,7770,63605,0.834462699342117,0.797657291461789,"FALSE","H1975","H1975","SNG"
"CELL_000897",43169,2881,126405,19829,4342,0,7463,8185,61680,0.815856030996132,0.843741756851207,"FALSE","H2228","H2228","SNG"
"CELL_000898",49161,2469,124228,16021,5614,0,4331,7873,65962,0.844258815553764,0.792425822075464,"FALSE","H1975","H1975","SNG"
"CELL_000900",46565,3788,118484,23212,4005,0,5893,8118,58986,0.831892313289273,0.822381442650554,"FALSE","H2228","H2228","SNG"
"CELL_000901",43706,2748,129139,14517,5644,0,5947,7952,69095,0.81745422956546,0.815992356032657,"FALSE","H1975","H1975","SNG"
"CELL_000902",44873,2269,127247,17227,4249,0,4646,8015,73100,0.828290013566581,0.803597701286224,"FALSE","H2228","H2228","SNG"
"CELL_000903",43898,2915,126741,17423,4265,0,4604,7768,64261,0.828714149977636,0.814599708283452,"FALSE","H2228","H2228","SNG"
"CELL_000905",41901,4207,118362,26480,3841,0,6515,8028,59313,0.830644209392436,0.865307628124083,"FALSE","H2228","H2228","SNG"
"CELL_000906",47455,3195,116412,23288,4494,0,6414,7245,58392,0.823006576102376,0.801119879243753,"FALSE","HCC827","HCC827","SNG"
"CELL_000907",48499,2477,121192,17415,4743,0,5203,7300,60698,0.84096675329649,0.79681360229108,"FALSE","HCC827","HCC827","SNG"
"CELL_000908",43743,3484,119219,23861,3855,0,3556,7458,59414,0.848672030018401,0.838909880009782,"FALSE","H2228","H2228","SNG"
"CELL_000909",42384,2569,125809,19042,4072,0,4944,7485,62937,0.836296613941513,0.829702586760954,"FALSE","H2228","H2228","SNG"
"CELL_000910",42190,2492,128731,15296,5463,0,3699,7849,67210,0.828790358454279,0.803972503500595,"FALSE","H1975","H1975","SNG"
"CELL_000912",47820,2520,120036,17810,4209,0,5113,8153,71976,0.820620762362368,0.813757250506106,"FALSE","H2228","H2228","SNG"
"CELL_000913",44176,3186,123087,15761,5546,0,4615,7631,67357,0.830618940744003,0.780067286240883,"FALSE","H1975","H1975","SNG"
"CELL_000914",44143,3201,124689,13430,5583,0,5457,7831,73000,0.81675342454565,0.782027290133248,"FALSE","H1975","H1975","SNG"
"CELL_000917",45850,2201,121634,14684,5256,0,5021,7311,62349,0.838858682442564,0.767197426230184,"FALSE","H1975","H1975","SNG"
"CELL_000918",42771,4616,110175,28108,4453,0,5175,7790,57016,0.840430756131537,0.809000840290297,"FALSE","HCC827","HCC827","SNG"
"CELL_000921",42450,3246,119567,19626,4027,0,4684,7756,60814,0.836649455579858,0.822409178411356,"FALSE","H2228","H2228","SNG"
"CELL_000922",42069,2588,121468,16422,4995,0,6407,7732,61993,0.824383397992615,0.80968805999257,"FALSE","H1975","H1975","SNG"
"CELL_000923",42176,3250,112234,24761,3868,0,3954,7740,54565,0.845028864501965,0.820929016598732,"FALSE","H2228","H2228","SNG"
"CELL_000926",49060,2518,108462,18739,4200,0,5257,7749,56688,0.826277166097538,0.814246257718343,"FALSE","H1975","H1975","SNG"
"CELL_000927",42927,2934,107956,24227,4177,0,4502,7154,55127,0.834291726225934,0.811725504430587,"FALSE","HCC827","HCC827","SNG"
"CELL_000929",40601,2935,113999,19747,4361,0,8649,7777,56197,0.814313931203745,0.835115604904958,"FALSE","H1975","H1975","SNG"
"CELL_000930",38805,2657,115591,20114,3811,0,5728,8084,66673,0.828941250456865,0.820901891185054,"FALSE","H2228","H2228","SNG"
"CELL_000931",39406,2609,113617,17001,5231,0,3689,7110,57130,0.840626640847081,0.82613323540465,"FALSE","H1975","H1975","SNG"
"CELL_000932",37223,1250,129117,3867,5472,0,663,7970,62826,0.846671759964557,0.803695794146405,"FALSE","H1975","H1975","SNG"
"CELL_000933",42848,1780,118246,9485,4739,0,5404,7958,80160,0.82408932125448,0.803580239074322,"FALSE","HCC827","HCC827","SNG"
"CELL_000934",39165,2569,112049,17620,3846,0,6012,7460,55824,0.823427199623204,0.840265684962438,"FALSE","H2228","H2228","SNG"
"CELL_000935",40252,3190,106400,21113,3601,0,7959,7636,53374,0.825776595191333,0.832483824992726,"FALSE","HCC827","HCC827","SNG"
"CELL_000939",35877,2227,115822,8543,5184,0,4061,8240,84182,0.809377301464758,0.811824284072096,"FALSE","H1975","H1975","SNG"
"CELL_000943",37475,2229,105134,13754,4567,0,5626,7334,58540,0.846378544440318,0.773163516712758,"FALSE","H1975","H1975","SNG"
"CELL_000946",35066,2039,105214,14480,3462,0,4050,7315,51903,0.831185095113734,0.834845609146753,"FALSE","H2228","H2228","SNG"
"CELL_000955",33183,3061,84351,19273,3319,0,4322,6809,42862,0.837128458579364,0.796159582810046,"FALSE","HCC827","HCC827","SNG"
"CELL_000965",35006,1634,81662,7936,3003,0,2504,7357,61664,0.826105993638735,0.791888169452489,"FALSE","HCC827","HCC827","SNG"
